Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
HTEC,ROBO Global Healthcare Technology and Innovation ETF,Equity,"$8,916,297.00 ",3.66%,"5,341",$27.47 ,0.22%,No,No,2.52%,4.06%,N/A,N/A,N/A,"$1,969,560.75 ",$0.00 ,"$3,308,024.25 ","$5,817,321.61 ","$5,817,321.61 ","$5,817,321.61 ",Health & Biotech Equities,2019-06-25,0.68%,N/A,$0.00 ,N/A,N/A,0.00%,39.37,1.69,87,15.11%,N/A,N/A,N/A,$25.99 ,$27.39 ,$27.41 ,$27.55 ,71.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.56,32.79%,27.49%,29.33,0.00%,15.88%
KOIN,Innovation Shares NextGen Protocol ETF,Equity,"$8,801,941.00 ",3.30%,"1,386",$29.30 ,-0.24%,No,No,1.02%,3.95%,28.99%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($3,338,359.25)","$4,188,476.50 ","$4,188,476.50 ",Technology Equities,2018-01-30,0.95%,N/A,$0.47 ,2019-12-24,$0.47 ,1.59%,21.86,1.07,42,42.72%,39%,20%,1099,$28.00 ,$29.53 ,$28.99 ,$29.75 ,69.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.86,90.99%,83.68%,54.97,5.38%,5.71%
EUDV,ProShares MSCI Europe Dividend Growers ETF,Equity,"$8,792,008.00 ",0.27%,794,$44.86 ,0.11%,No,No,0.86%,2.71%,21.71%,36.99%,N/A,$0.00 ,$0.00 ,$0.00 ,"($3,226,457.90)","$1,904,219.85 ","$4,483,219.85 ",Europe Equities,2015-09-09,0.55%,N/A,$0.99 ,2019-12-24,$0.14 ,2.35%,20.63,0.86,57,19.04%,39%,20%,1099,$43.70 ,$45.10 ,$44.84 ,$44.89 ,64.27,N/A,N/A,C+,N/A,N/A,C,B,7.53,93.12%,92.32%,100.67,9.16%,5.14%
TLDH,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,Equity,"$8,736,395.00 ",0.25%,808,$29.14 ,-0.48%,No,No,-0.24%,0.05%,18.40%,24.30%,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"($12,616,618.75)","$3,906,168.75 ",Global Equities,2015-11-09,0.44%,N/A,$1.17 ,2019-12-27,$0.52 ,3.99%,18.91,0.74,2,100.00%,39%,20%,1099,$29.01 ,$29.37 ,$29.11 ,$29.20 ,56.26,N/A,C,B,N/A,N/A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KJAN,Innovator Russell 2000 Power Buffer ETF January Series,Equity,"$8,711,755.00 ",N/A,N/A,$26.88 ,0.37%,No,No,0.75%,N/A,N/A,N/A,N/A,"$665,620.00 ","$665,620.00 ","$665,620.00 ","$665,620.00 ","$665,620.00 ","$665,620.00 ",Global Equities,2020-01-01,0.79%,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,39%,20%,1099,N/A,N/A,$26.81 ,$26.91 ,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IECS,iShares Evolved U.S. Consumer Staples ETF,Equity,"$8,705,796.00 ",1.55%,"3,297",$29.01 ,0.76%,No,No,2.16%,3.02%,25.05%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$4,122,787.00 ","$4,121,173.50 ","$4,121,173.50 ",Consumer Staples Equities,2018-03-21,0.18%,N/A,$0.65 ,2019-12-16,$0.24 ,2.27%,23.63,0.62,131,55.40%,39%,20%,1099,$28.09 ,$28.92 ,$28.97 ,$29.08 ,69.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.07,54.79%,66.43%,79.42,14.34%,12.46%
EMTY,ProShares Decline of the Retail Store ETF,Equity,"$8,702,614.00 ",3.91%,"4,205",$34.84 ,1.19%,Yes,No,2.09%,3.01%,1.53%,N/A,N/A,"($2,516,376.00)",$0.00 ,"($2,516,376.00)","$4,277,279.75 ","$104,803.50 ","$104,803.50 ",Inverse Equities,2017-11-14,0.65%,N/A,$0.28 ,2019-12-24,$0.09 ,0.80%,0,-1.06,N/A,N/A,39%,20%,1099,$33.47 ,$34.77 ,$34.73 ,$34.90 ,53.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LBJ,Direxion Daily Latin America 3x Bull Shares,Equity,"$8,630,199.00 ",-8.83%,"41,841",$20.62 ,-5.72%,No,3x,-8.72%,-8.72%,-19.64%,-8.49%,-52.92%,"($1,129,410.50)",$0.00 ,"($1,129,410.50)","($3,913,507.50)","$42,982,097.68 ","$46,000,400.67 ",Leveraged Equities,2009-12-03,1.33%,N/A,$0.19 ,2019-12-23,$0.02 ,0.86%,15.07,2.47,2,100.00%,35%,15%,1099,$21.14 ,$23.80 ,$20.34 ,$21.17 ,46.78,C+,B,C+,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACSG,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Equity,"$8,494,174.00 ",1.01%,519,$28.35 ,-0.04%,No,No,0.78%,1.57%,18.57%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Foreign Large Cap Equities,2018-12-06,0.16%,N/A,$0.88 ,2019-12-18,$0.47 ,3.12%,16.9,1.31,751,16.72%,N/A,N/A,N/A,$27.81 ,$28.41 ,$28.35 ,$28.35 ,66.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.71,88.38%,93.87%,164.25,3.28%,7.84%
FLSW,Franklin FTSE Switzerland ETF,Equity,"$8,386,274.00 ",0.96%,"1,344",$28.01 ,0.47%,No,No,0.69%,2.70%,28.05%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$4,949,338.00 ","$5,128,685.00 ","$5,128,685.00 ",Europe Equities,2018-02-06,0.09%,N/A,$0.32 ,2019-12-11,$0.02 ,1.15%,22.28,0.72,49,69.30%,39%,20%,1099,$27.27 ,$28.10 ,$28.01 ,$28.01 ,67.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.56,37.00%,92.63%,145.92,3.27%,1.71%
PMR,Invesco Dynamic Retail ETF,Equity,"$8,367,542.00 ",-0.77%,819,$41.79 ,-0.88%,No,No,0.11%,-1.60%,20.42%,20.64%,13.78%,$0.00 ,$0.00 ,$0.00 ,"($3,470,694.00)","($14,487,317.50)","($13,577,786.50)",Consumer Discretionary Equities,2005-10-26,0.63%,N/A,$0.23 ,2019-12-23,$0.10 ,0.54%,15.6,0.92,31,46.58%,35%,15%,1099,$41.40 ,$42.70 ,$41.79 ,$41.79 ,50.48,B,B,B-,B-,A-,A,C+,4.48,31.67%,26.09%,23.55,0.00%,1.14%
EMSG,Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF,Equity,"$8,351,902.00 ",1.47%,564,$27.83 ,-0.61%,No,No,1.27%,2.10%,16.30%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Emerging Markets Equities,2018-12-06,0.20%,N/A,$0.98 ,2019-12-18,$0.77 ,3.49%,15.68,1.82,420,42.52%,N/A,N/A,N/A,$26.98 ,$28.08 ,$27.83 ,$27.83 ,64.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.44,97.48%,75.13%,224.88,0.34%,6.57%
POTX,Global X Cannabis ETF,Equity,"$8,346,846.00 ",12.59%,"18,044",$16.90 ,9.67%,No,No,20.61%,16.17%,N/A,N/A,N/A,"$1,465,398.00 ",$0.00 ,"$1,465,398.00 ","$6,265,777.00 ","$6,265,777.00 ","$6,265,777.00 ",Small Cap Blend Equities,2019-09-17,0.50%,N/A,$0.22 ,2019-12-30,$0.21 ,1.40%,-17.23,-8.01,26,68.33%,39%,20%,1099,$13.58 ,$15.70 ,$15.99 ,$17.36 ,58.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UGE,ProShares Ultra Consumer Goods,Equity,"$8,278,680.00 ",3.44%,"1,041",$55.12 ,0.93%,No,2x,3.84%,5.14%,50.93%,51.06%,82.89%,$0.00 ,$0.00 ,$0.00 ,"($75,538.50)","($8,072,949.00)","($15,874,634.12)",Leveraged Equities,2007-01-30,0.95%,N/A,$0.46 ,2019-12-24,$0.11 ,0.84%,22.84,1.51,105,55.53%,35%,15%,1099,$51.76 ,$54.70 ,$55.05 ,$55.20 ,71.79,A-,C+,B,B+,A-,N/A,N/A,5.94,75.27%,62.34%,56.28,8.89%,13.12%
ZHOK,SPDR Solactive Hong Kong ETF,Equity,"$8,203,770.00 ",3.95%,"1,970",$65.77 ,-0.41%,No,No,2.38%,4.85%,13.09%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,553,519.00 ","$1,553,519.00 ","$1,553,519.00 ",Asia Pacific Equities,2018-09-18,0.14%,N/A,$1.73 ,2019-12-20,$0.75 ,2.63%,15.42,0.92,52,58.66%,39%,20%,1099,$61.35 ,$66.21 ,$65.77 ,$65.77 ,66.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.08,97.62%,40.25%,361.07,11.38%,9.24%
KALL,KraneShares MSCI China All Shares Index ETF,Equity,"$8,193,094.00 ",3.60%,480,$27.46 ,-0.40%,No,No,1.74%,5.30%,26.30%,35.07%,N/A,$0.00 ,$0.00 ,$0.00 ,"$4,647,493.50 ","$4,647,493.50 ","$4,647,493.50 ",China Equities,2015-02-12,0.49%,N/A,$0.38 ,2019-12-27,$0.38 ,1.40%,13.09,1.29,292,33.95%,N/A,N/A,N/A,$25.53 ,$27.88 ,$27.46 ,$27.48 ,69.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.78,26.79%,5.67%,261.46,4.33%,4.90%
CROP,IQ Global Agribusiness Small Cap ETF,Equity,"$8,163,873.00 ",-0.05%,434,$32.60 ,0.06%,No,No,0.82%,1.85%,5.08%,4.63%,37.46%,$0.00 ,$0.00 ,$0.00 ,"($3,270,208.00)","($6,593,289.50)","($10,362,020.00)",Consumer Staples Equities,2011-03-22,0.76%,Charles Schwab,$0.37 ,2019-12-30,$0.37 ,1.13%,19.1,0.68,36,61.09%,35%,15%,1099,$32.00 ,$32.87 ,$32.60 ,$32.60 ,54.79,B+,C+,C,A,A,B+,B+,3.2,19.19%,8.82%,105.98,1.86%,26.16%
FSMD,Fidelity Small-Mid Factor ETF,Equity,"$8,157,800.00 ",1.66%,"2,948",$27.21 ,0.37%,No,No,1.04%,1.85%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,490,986.00 ","$2,490,986.00 ","$2,490,986.00 ",Small Cap Growth Equities,2019-02-26,0.29%,N/A,$0.37 ,2019-12-20,$0.10 ,1.35%,18.2,0.99,592,4.13%,39%,20%,1099,$26.61 ,$27.12 ,$27.04 ,$27.34 ,68.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.95,41.85%,17.69%,144.98,5.05%,5.35%
OVOL,Invesco Russell 1000 Low Volatility Factor ETF,Equity,"$8,113,397.00 ",1.91%,"1,102",$32.43 ,0.25%,No,No,1.14%,2.97%,30.67%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,496,811.50 ","$1,503,353.00 ","$1,503,353.00 ",Volatility Hedged Equity,2017-11-08,0.19%,N/A,$0.53 ,2019-12-23,$0.15 ,1.62%,19.27,0.66,276,28.00%,39%,20%,1099,$31.40 ,$32.49 ,$32.43 ,$32.43 ,72.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.08,81.71%,66.71%,214.03,11.19%,5.06%
RORE,Hartford Multifactor REIT ETF,Real Estate,"$8,082,229.00 ",-0.43%,"12,395",$16.23 ,0.19%,No,No,1.09%,1.64%,17.06%,21.20%,N/A,$0.00 ,$0.00 ,$0.00 ,"($22,013,652.00)","$1,339,670.00 ","$2,798,873.00 ",Real Estate,2016-10-03,0.45%,N/A,$0.78 ,2019-12-20,$0.19 ,4.81%,26.1,0.51,55,22.88%,20%,39%,1099,$15.86 ,$16.29 ,$16.21 ,$16.28 ,52.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.93,10.00%,2.18%,95.04,1.94%,6.16%
LVUS,Hartford Multifactor Low Volatility US Equity ETF,Equity,"$8,045,077.00 ",0.98%,438,$32.18 ,0.34%,No,No,1.22%,1.92%,25.55%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,303,552.50 ","$2,630,508.71 ","$2,630,508.71 ",Volatility Hedged Equity,2017-05-10,0.21%,N/A,$0.66 ,2019-12-20,$0.23 ,2.05%,20.4,0.87,259,14.19%,39%,20%,1099,$31.56 ,$32.15 ,$32.18 ,$32.18 ,66.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.12,25.78%,41.15%,237.16,8.20%,4.26%
PLTM,GraniteShares Platinum Trust,Commodity,"$8,024,616.00 ",5.96%,"15,603",$10.12 ,3.79%,No,No,6.97%,9.31%,27.15%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$3,063,150.50 ","($74,333,018.50)","($74,333,018.50)",Precious Metals,2018-01-22,0.50%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.35,1,100.00%,39%,20%,1099,$9.04 ,$10.00 ,$10.03 ,$10.21 ,68.14,C,C+,C+,B,B,C,C,N/A,N/A,N/A,N/A,N/A,N/A
IAUF,iShares Gold Strategy ETF,Commodity,"$8,000,254.00 ",2.20%,"1,761",$53.52 ,0.64%,No,No,-0.08%,5.60%,20.10%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$140,648.00 ","$140,648.00 ","$140,648.00 ",Precious Metals,2018-06-06,0.25%,N/A,$5.26 ,2019-12-16,$5.26 ,9.92%,0,-0.17,2,100.00%,39%,20%,1099,$50.12 ,$54.70 ,$53.37 ,$53.59 ,65.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VSL,Volshares Large Cap ETF,Equity,"$7,975,575.00 ",1.80%,"4,213",$32.02 ,0.34%,No,No,1.72%,0.26%,N/A,N/A,N/A,"$3,144,670.00 ","$3,144,670.00 ","$3,144,670.00 ","$6,988,024.50 ","$5,099,099.50 ","$5,099,099.50 ",Mid Cap Blend Equities,2018-02-23,0.65%,N/A,$0.00 ,N/A,N/A,0.00%,22.62,1.15,26,41.05%,39%,20%,1099,$31.18 ,$32.35 ,$32.01 ,$32.03 ,61.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.72,64.01%,56.31%,416.14,4.02%,2.74%
OMOM,Invesco Russell 1000 Momentum Factor ETF,Equity,"$7,941,786.00 ",2.49%,619,$31.75 ,0.09%,No,No,1.08%,3.77%,28.67%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,429,968.00 ","$1,443,910.50 ","$1,443,910.50 ",Large Cap Growth Equities,2017-11-08,0.19%,N/A,$0.42 ,2019-12-23,$0.13 ,1.32%,21.17,1.07,607,27.92%,39%,20%,1099,$30.43 ,$31.87 ,$31.68 ,$31.88 ,71.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.75,65.30%,56.99%,213.36,11.44%,5.61%
GIGE,SoFi Gig Economy ETF,Equity,"$7,916,000.00 ",6.48%,521,$19.81 ,0.35%,No,No,2.83%,7.23%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$5,794,615.00 ","$5,794,615.00 ","$5,794,615.00 ",Global Equities,2019-05-08,0.59%,N/A,$0.00 ,N/A,N/A,0.00%,24.68,2.06,55,30.40%,N/A,N/A,N/A,$17.79 ,$19.97 ,$19.76 ,$19.89 ,68.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.15,0.00%,20.46%,12.56,0.99%,0.71%
GOAT,VanEck Vectors Morningstar Global Wide Moat ETF,Equity,"$7,903,710.00 ",2.78%,"2,711",$31.68 ,0.57%,No,No,1.66%,1.24%,24.05%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,953,047.00 ","$4,174,082.00 ","$4,174,082.00 ",Large Cap Growth Equities,2018-10-30,0.52%,N/A,$0.00 ,2018-12-20,$0.11 ,0.00%,22.72,0.86,73,21.23%,39%,20%,1099,$30.63 ,$31.70 ,$31.64 ,$31.72 ,65.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.46,61.55%,75.47%,88.88,14.44%,6.90%
UNOV,S&P 500 Ultra Buffer ETF November Series,Equity,"$7,889,880.00 ",0.73%,N/A,$26.31 ,0.23%,No,No,0.44%,1.00%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$5,143,127.50 ","$5,143,127.50 ","$5,143,127.50 ",Large Cap Blend Equities,2019-11-01,0.79%,N/A,N/A,N/A,N/A,N/A,20.84,0.4,N/A,N/A,39%,20%,1099,$26.00 ,$26.30 ,$26.27 ,$26.33 ,70.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZJPN,SPDR Solactive Japan ETF,Equity,"$7,857,764.00 ",0.66%,670,$78.76 ,-0.46%,No,No,0.26%,-0.37%,14.61%,23.97%,50.69%,$0.00 ,$0.00 ,$0.00 ,"($7,067,662.00)","($7,067,662.00)","($7,067,662.00)",Japan Equities,2014-06-11,0.14%,N/A,$1.82 ,2019-12-20,$1.10 ,2.30%,14.64,0.73,317,19.34%,N/A,N/A,N/A,$78.09 ,$79.42 ,$78.75 ,$78.78 ,53.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.81,82.78%,58.58%,101.8,7.99%,9.98%
FTLB,First Trust Hedged BuyWrite Income ETF,Equity,"$7,857,180.00 ",0.26%,"2,004",$22.40 ,-0.18%,No,No,0.20%,0.69%,11.08%,14.77%,30.38%,$0.00 ,$0.00 ,$0.00 ,"($2,229,199.50)","$2,477,791.50 ","$4,584,475.33 ",All Cap Equities,2014-01-06,0.85%,N/A,$0.66 ,2019-12-13,$0.06 ,2.94%,20.09,0.64,165,20.60%,35%,15%,1099,$22.19 ,$22.47 ,$22.40 ,$22.40 ,59.42,C+,C,C,C+,C+,A-,N/A,5.64,63.10%,53.46%,318.86,9.15%,6.58%
PPSC,PortfolioPlus S&P Small Cap ET,Equity,"$7,838,005.00 ",0.80%,497,$39.17 ,0.54%,No,1.25x,1.51%,1.12%,19.23%,34.57%,62.18%,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$4,325,302.50 ","$4,325,302.50 ",Leveraged Equities,2015-01-07,0.43%,N/A,$0.47 ,2019-12-23,$0.25 ,1.22%,18.62,1.13,2,100.00%,N/A,N/A,N/A,$38.34 ,$39.16 ,$39.13 ,$39.21 ,63.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RNSC,First Trust Small Cap US Equity Select ETF,Equity,"$7,770,506.00 ",0.34%,"2,393",$22.23 ,0.18%,No,No,0.85%,0.63%,13.84%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$2,128,383.00 ","$5,263,531.50 ","$5,263,531.50 ",Small Cap Blend Equities,2017-06-20,0.60%,N/A,$0.39 ,2019-12-13,$0.14 ,1.77%,18.48,1.13,365,15.63%,39%,20%,1099,$21.85 ,$22.28 ,$22.19 ,$22.30 ,61.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.51,19.82%,12.33%,122.98,3.44%,5.21%
EWJV,iShares MSCI Japan Value ETF,Equity,"$7,734,492.00 ",0.06%,"3,784",$25.88 ,-0.38%,No,No,-0.80%,-1.37%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"($2,511,464.00)","($2,511,464.00)","($2,511,464.00)",Japan Equities,2019-03-05,0.15%,N/A,$1.11 ,2019-12-16,$0.66 ,4.27%,10.81,1.79,177,33.41%,39%,20%,1099,$25.79 ,$26.31 ,$25.86 ,$25.89 ,52.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.78,82.05%,57.87%,131.4,9.98%,8.98%
UBR,ProShares Ultra MSCI Brazil,Equity,"$7,689,320.00 ",-7.03%,"2,180",$84.03 ,-4.39%,No,2x,-5.49%,-1.78%,7.60%,27.36%,1.90%,$0.00 ,$0.00 ,$0.00 ,"($1,972,548.25)","($8,131,544.25)","($1,960,501.38)",Leveraged Equities,2010-04-27,0.95%,N/A,$0.48 ,2019-12-24,$0.03 ,0.54%,0,1.57,55,50.50%,35%,15%,1099,$83.03 ,$93.25 ,$83.74 ,$84.61 ,50.81,C+,B-,A-,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEWP,iShares Currency Hedged MSCI Spain ETF,Equity,"$7,673,312.00 ",-0.91%,"3,003",$21.92 ,-0.36%,No,No,-1.19%,-1.35%,11.49%,19.14%,N/A,$0.00 ,$0.00 ,$0.00 ,"($6,509,475.00)","($47,045,739.00)","$13,526,310.50 ",Europe Equities,2015-06-29,0.53%,N/A,$0.89 ,2019-12-24,$0.57 ,4.06%,11.85,0.8,2,100.00%,35%,15%,1099,$21.93 ,$22.46 ,$21.92 ,$21.92 ,49.97,N/A,N/A,B-,N/A,N/A,B-,C,N/A,N/A,N/A,N/A,N/A,N/A
FTRI,First Trust Indxx Global Natural Resources Income ETF,Equity,"$7,614,696.00 ",2.30%,"2,706",$12.77 ,-0.31%,No,No,1.27%,5.23%,18.55%,26.68%,1.66%,$0.00 ,$0.00 ,$0.00 ,"($1,172,503.00)","($4,100,139.00)","($3,205,424.50)",Commodity Producers Equities,2010-03-11,0.70%,N/A,$0.78 ,2019-12-13,$0.21 ,6.10%,10.42,1.16,51,62.51%,39%,20%,1099,$12.02 ,$12.91 ,N/A,N/A,73.56,N/A,N/A,C+,N/A,N/A,N/A,N/A,3.74,15.94%,15.03%,623.33,13.98%,7.89%
FFEU,Barclays ETN+ FI Enhanced Europe 50 ETN Series C,Equity,"$7,561,676.00 ",0.75%,"1,950",$109.46 ,1.44%,No,2x,0.51%,3.69%,41.89%,N/A,N/A,"($88,760.52)",$0.00 ,"($88,760.52)","($802,566,306.02)","($31,524,385.89)","($31,524,385.89)",Leveraged Equities,2018-03-15,1.05%,N/A,$0.00 ,N/A,N/A,0.00%,0,1.36,50,39.05%,39%,20%,1099,$106.05 ,$110.57 ,$108.83 ,$110.09 ,61.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EFO,ProShares Ultra MSCI EAFE,Equity,"$7,561,589.00 ",0.95%,"2,427",$43.23 ,-0.25%,No,2x,0.84%,1.99%,32.21%,40.51%,42.34%,"($1,068,341.25)",$0.00 ,"($3,480.50)","($670,963.75)","($4,530,489.00)","($6,462,989.00)",Leveraged Equities,2009-06-02,0.95%,N/A,$0.16 ,2019-12-24,$0.01 ,0.37%,0,1.84,917,11.65%,35%,15%,1099,$42.24 ,$43.35 ,N/A,N/A,61.15,C+,B-,C,B-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EUFL,Direxion Daily European Financials Bull 2x Shares,Equity,"$7,554,617.00 ",-4.53%,883,$30.18 ,-2.11%,No,2x,-4.27%,-4.36%,19.23%,0.94%,N/A,$0.00 ,$0.00 ,$0.00 ,"($1,348,929.00)","$6,049,859.50 ","$5,993,343.50 ",Leveraged Equities,2016-07-27,1.14%,N/A,$0.93 ,2019-12-23,$0.18 ,3.00%,0,1.92,2,100.00%,20%,39%,1099,$30.44 ,$32.20 ,$30.18 ,$30.18 ,49.13,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSG,ProShares Ultra Short Semiconductors,Equity,"$7,545,315.00 ",-1.83%,"22,878",$14.56 ,2.25%,Yes,2x,-0.38%,-5.34%,-59.87%,-81.97%,-92.59%,$0.00 ,$0.00 ,"$1,845,613.75 ","$8,973,850.93 ","$16,349,730.77 ","$16,364,733.13 ",Leveraged Equities,2007-01-30,0.95%,N/A,$0.27 ,2019-12-24,$0.03 ,1.88%,0,-2.57,29,81.62%,35%,15%,1099,$14.05 ,$15.34 ,$14.33 ,$14.72 ,39.48,B-,C+,B-,A-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OSIZ,Invesco Russell 1000 Size Factor ETF,Equity,"$7,531,335.00 ",1.15%,"1,847",$30.11 ,0.10%,No,No,1.33%,2.10%,22.59%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,359,615.00 ","$1,370,762.00 ","$1,370,762.00 ",Mid Cap Growth Equities,2017-11-08,0.19%,N/A,$0.38 ,2019-12-23,$0.15 ,1.25%,18.25,1.08,653,3.13%,39%,20%,1099,$29.41 ,$30.09 ,$30.07 ,$30.18 ,69.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.4,66.87%,24.72%,229.82,4.78%,5.50%
OVLU,Invesco Russell 1000 Value Factor ETF,Equity,"$7,504,522.00 ",0.43%,"5,530",$30.00 ,-0.20%,No,No,0.42%,1.46%,24.21%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$1,313,317.50 ","$1,320,263.00 ","$1,320,263.00 ",Large Cap Blend Equities,2017-11-08,0.19%,N/A,$0.60 ,2019-12-23,$0.19 ,2.01%,13.4,0.96,653,27.68%,39%,20%,1099,$29.56 ,$30.13 ,$30.00 ,$30.00 ,63.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.12,25.52%,41.06%,231.63,6.01%,3.81%
HAIL,SPDR S&P Smart Mobility ETF,Equity,"$7,502,436.00 ",3.66%,770,$31.22 ,-0.19%,No,No,1.88%,4.17%,22.12%,N/A,N/A,$0.00 ,$0.00 ,"($293,781.70)","($293,781.70)","($293,781.70)","($293,781.70)",Global Equities,2017-12-26,0.45%,N/A,$0.35 ,2019-12-23,$0.18 ,1.13%,13.82,1.68,63,28.79%,39%,20%,1099,$29.42 ,$31.29 ,$31.10 ,$31.45 ,69.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.79,23.84%,34.25%,104.3,4.24%,15.49%
DGZ,DB Gold Short ETN,Commodity,"$7,437,547.00 ",-1.87%,"1,536",$12.13 ,-0.16%,Yes,No,0.79%,-4.65%,-14.80%,-17.66%,-19.41%,$0.00 ,$0.00 ,$0.00 ,"($1,131,726.32)","($8,925,436.64)","($17,747,036.64)",Inverse Commodities,2008-02-29,0.75%,N/A,$0.00 ,N/A,N/A,0.00%,0,0.18,1,100.00%,35%,15%,1099,$11.82 ,$12.83 ,$12.13 ,$12.13 ,40.26,A,A+,C+,A+,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
